window_id,window_start,window_end,window_center,window_W_seconds,window_stride_seconds,Tde_global_p99_ms_all,Tde_count,Tde_mean_ms,Tde_std_ms,Tde_max_ms,Tde_p95_ms,Tde_p99_ms,Tde_q1_ms,Tde_q3_ms,Tde_iqr_ms,Tde_tail_ratio_p99_mean,Tde_tail_exceed_rate,Tde_winsorized_mean_ms_p95cap,Tis_global_p99_ms_all,Tis_count,Tis_mean_ms,Tis_std_ms,Tis_max_ms,Tis_p95_ms,Tis_p99_ms,Tis_q1_ms,Tis_q3_ms,Tis_iqr_ms,Tis_tail_ratio_p99_mean,Tis_tail_exceed_rate,Tis_winsorized_mean_ms_p95cap,split
61,2025-05-28 23:29:23.347167,2025-05-28 23:34:23.347167,2025-05-28 23:31:53.347167,300,30,0.14247,36,0.08419444444444445,0.013746312636889616,0.118,0.102,0.11239999999999997,0.07375,0.09325,0.019500000000000003,1.3350049488617615,0.0,0.08375,2331.46382,40,1015.252325,125.4072228522227,1351.093,1242.3233499999997,1351.08286,946.33975,1052.1370000000002,105.79725000000019,1.3307852902479194,0.0,1009.8144925,train
62,2025-05-28 23:29:53.347167,2025-05-28 23:34:53.347167,2025-05-28 23:32:23.347167,300,30,0.14247,38,0.0844473684210526,0.013192334728558366,0.118,0.102,0.11208000000000004,0.07425,0.09275,0.018500000000000003,1.3272172016204433,0.0,0.08402631578947366,2331.46382,40,1016.8161,124.16887164329565,1351.093,1242.3233499999997,1351.08286,946.00175,1052.1370000000002,106.13525000000016,1.328738657855634,0.0,1011.3782675,train
63,2025-05-28 23:30:23.347167,2025-05-28 23:35:23.347167,2025-05-28 23:32:53.347167,300,30,0.14247,40,0.08467499999999999,0.013309698603765486,0.118,0.10209999999999998,0.11253999999999999,0.074,0.09325,0.019250000000000003,1.3290817832890465,0.0,0.08423,2331.46382,40,1006.146975,113.95322520260794,1351.093,1167.7673499999994,1351.08286,944.45,1047.02175,102.57175000000007,1.3428285266175948,0.0,996.9813425,train
64,2025-05-28 23:30:53.347167,2025-05-28 23:35:53.347167,2025-05-28 23:33:23.347167,300,30,0.14247,40,0.08567499999999999,0.01290872791603636,0.118,0.10209999999999998,0.11253999999999999,0.0765,0.09325,0.01675,1.3135687189962066,0.0,0.08523,2331.46382,40,997.3428749999999,108.22240226714224,1351.093,1091.676149999999,1351.08286,945.62675,1044.1192500000002,98.49250000000018,1.354682420526642,0.0,984.3726824999998,train
65,2025-05-28 23:31:23.347167,2025-05-28 23:36:23.347167,2025-05-28 23:33:53.347167,300,30,0.14247,40,0.0864,0.013765061680825228,0.118,0.10459999999999996,0.11721999999999999,0.07625,0.0945,0.018250000000000002,1.3567129629629628,0.0,0.08578,2331.46382,40,1018.884925,97.87091480956383,1351.093,1181.3931999999995,1351.08286,947.15675,1047.02175,99.86500000000012,1.3260406811888006,0.0,1010.4005849999998,train
66,2025-05-28 23:31:53.347167,2025-05-28 23:36:53.347167,2025-05-28 23:34:23.347167,300,30,0.14247,44,0.08331818181818182,0.015490090947039938,0.118,0.1037,0.11714,0.07375,0.09225,0.018500000000000003,1.4059356246590289,0.0,0.08270681818181819,2331.46382,40,1004.4626000000001,102.35175171995637,1351.093,1181.3931999999995,1351.08286,944.45,1044.1192500000002,99.66925000000015,1.3450803046325468,0.0,995.9782599999999,train
67,2025-05-28 23:32:23.347167,2025-05-28 23:37:23.347167,2025-05-28 23:34:53.347167,300,30,0.14247,44,0.08486363636363635,0.014501950003747946,0.118,0.1037,0.11714,0.074,0.09325,0.019250000000000003,1.3803320835565078,0.0,0.08425227272727273,2331.46382,40,991.4508249999999,110.47775384603919,1351.093,1181.3931999999995,1351.08286,940.8655,1013.51325,72.64774999999997,1.36273310378253,0.0,982.9664849999997,train
68,2025-05-28 23:32:53.347167,2025-05-28 23:37:53.347167,2025-05-28 23:35:23.347167,300,30,0.14247,40,0.085475,0.014975171759641664,0.118,0.10459999999999996,0.11721999999999999,0.0755,0.095,0.019500000000000003,1.3713951447791752,0.0,0.084855,2331.46382,40,966.493675,141.74013418574935,1351.093,1181.3931999999995,1351.08286,939.6915,989.96425,50.272749999999974,1.3979220919371251,0.0,958.009335,train
69,2025-05-28 23:33:23.347167,2025-05-28 23:38:23.347167,2025-05-28 23:35:53.347167,300,30,0.14247,44,0.0820681818181818,0.019193503900178658,0.118,0.11420000000000002,0.11757,0.07375,0.09325,0.019500000000000003,1.4325893104403213,0.0,0.08187727272727273,2331.46382,40,939.4902249999999,159.20443132498602,1351.093,1181.3931999999995,1351.08286,911.36925,974.9205,63.55124999999998,1.438102094143662,0.0,931.0058849999999,train
70,2025-05-28 23:33:53.347167,2025-05-28 23:38:53.347167,2025-05-28 23:36:23.347167,300,30,0.14247,40,0.082125,0.019604012540607795,0.118,0.11605,0.11760999999999999,0.074,0.09325,0.019250000000000003,1.4320852359208522,0.0,0.0820525,2331.46382,40,917.1655999999999,128.0622036988075,1172.463,1049.6690999999998,1172.45754,892.73975,971.74325,79.00350000000003,1.2783487954628916,0.0,911.026255,train
71,2025-05-28 23:34:23.347167,2025-05-28 23:39:23.347167,2025-05-28 23:36:53.347167,300,30,0.14247,44,0.08175,0.01901789243207931,0.128,0.11420000000000002,0.12327,0.074,0.091,0.017,1.5078899082568806,0.0,0.08133181818181819,2331.46382,40,893.742375,157.76064862115834,1172.463,1049.6690999999998,1172.45754,872.47975,971.74325,99.26350000000002,1.3118517962181215,0.0,887.6030299999999,train
72,2025-05-28 23:34:53.347167,2025-05-28 23:39:53.347167,2025-05-28 23:37:23.347167,300,30,0.14247,44,0.08534090909090909,0.024968764842478394,0.171,0.12635000000000002,0.15939,0.0755,0.0925,0.017,1.8676857523302264,0.045454545454545456,0.0838875,2331.46382,40,900.2808500000001,162.27084672373675,1172.463,1075.1537999999996,1172.45754,872.47975,974.9205,102.44074999999998,1.3023242024974762,0.0,895.41574,train
73,2025-05-28 23:35:23.347167,2025-05-28 23:40:23.347167,2025-05-28 23:37:53.347167,300,30,0.14247,42,0.085,0.025385803599457787,0.171,0.12744999999999995,0.1599299999999999,0.07525,0.09175,0.0165,1.8815294117647046,0.047619047619047616,0.0835559523809524,2331.46382,40,912.043175,173.59618237514613,1181.865,1172.93175,1181.85447,872.47975,984.0885000000001,111.6087500000001,1.2958317132300232,0.0,911.5971874999999,train
74,2025-05-28 23:35:53.347167,2025-05-28 23:40:53.347167,2025-05-28 23:38:23.347167,300,30,0.14247,40,0.084175,0.02597324807151804,0.171,0.12879999999999997,0.16047,0.0735,0.091,0.0175,1.9063855063855064,0.05,0.08274,2331.46382,40,929.6559000000001,186.20875748729998,1181.865,1172.93175,1181.85447,872.47975,1049.1734999999999,176.6937499999999,1.2712816322684553,0.0,929.2099125000001,train
75,2025-05-28 23:36:23.347167,2025-05-28 23:41:23.347167,2025-05-28 23:38:53.347167,300,30,0.14247,42,0.08302380952380953,0.026037953626120557,0.171,0.12744999999999995,0.1599299999999999,0.072,0.091,0.019000000000000003,1.9263148838543147,0.047619047619047616,0.0815797619047619,2331.46382,40,905.19805,183.5225670745657,1181.865,1146.7174499999999,1181.85447,848.385,1002.6875,154.3025,1.3056308174769047,0.0,903.4413474999999,train
76,2025-05-28 23:36:53.347167,2025-05-28 23:41:53.347167,2025-05-28 23:39:23.347167,300,30,0.14247,36,0.08588888888888892,0.02664451460864241,0.171,0.132,0.16154999999999997,0.076,0.09425,0.018250000000000002,1.8809184993531685,0.05555555555555555,0.08447222222222224,2331.46382,40,907.1304749999999,183.77540030965437,1181.865,1146.7174499999999,1181.85447,848.385,1002.6875,154.3025,1.3028494825951031,0.0,905.3737724999999,train
77,2025-05-28 23:37:23.347167,2025-05-28 23:42:23.347167,2025-05-28 23:39:53.347167,300,30,0.14247,36,0.08533333333333334,0.026646897433981746,0.171,0.132,0.16154999999999997,0.07575,0.092,0.01625,1.8931640624999995,0.05555555555555555,0.08391666666666668,2331.46382,40,900.5793,190.00127374272103,1181.865,1146.7174499999999,1181.85447,821.32175,1002.6875,181.36575000000005,1.3123269322312872,0.0,898.8225974999999,train
78,2025-05-28 23:37:53.347167,2025-05-28 23:42:53.347167,2025-05-28 23:40:23.347167,300,30,0.14247,40,0.08460000000000001,0.025524045977801467,0.171,0.12879999999999997,0.16047,0.07475,0.0915,0.01675,1.8968085106382977,0.05,0.083165,2331.46382,40,913.5824,175.50304429747666,1181.865,1146.7174499999999,1181.85447,855.67775,1002.6875,147.00975000000005,1.2936484656446972,0.0,911.8256975,train
79,2025-05-28 23:38:23.347167,2025-05-28 23:43:23.347167,2025-05-28 23:40:53.347167,300,30,0.14247,36,0.08916666666666666,0.023152290846233152,0.171,0.132,0.16154999999999997,0.07675,0.0935,0.01675,1.8117757009345794,0.05555555555555555,0.08775,2331.46382,40,933.899925,162.18122893017525,1181.865,1146.7174499999999,1181.85447,895.7764999999999,1002.6875,106.91100000000006,1.265504406160007,0.0,932.1432225000001,train
80,2025-05-28 23:38:53.347167,2025-05-28 23:43:53.347167,2025-05-28 23:41:23.347167,300,30,0.14247,40,0.088475,0.023117301213260503,0.171,0.12879999999999997,0.16047,0.076,0.0935,0.0175,1.813732692851088,0.05,0.08704,2331.46382,40,937.167,161.56588607303246,1181.865,1146.7174499999999,1181.85447,922.247,1002.6875,80.44050000000004,1.2610927081299277,0.0,935.4102975,train
81,2025-05-28 23:39:23.347167,2025-05-28 23:44:23.347167,2025-05-28 23:41:53.347167,300,30,0.14247,36,0.08905555555555557,0.023500692323472936,0.171,0.129,0.16154999999999997,0.07575,0.09625,0.020500000000000004,1.8140361821584523,0.05555555555555555,0.08747222222222223,2331.46382,40,956.2261249999999,125.6327648693905,1181.865,1146.7174499999999,1181.85447,922.247,1001.0922499999999,78.84524999999996,1.2359571016740418,0.0,954.4694225,train
82,2025-05-28 23:39:53.347167,2025-05-28 23:44:53.347167,2025-05-28 23:42:23.347167,300,30,0.14247,36,0.08447222222222223,0.016543425299342353,0.124,0.11025,0.12154999999999999,0.07475,0.095,0.020250000000000004,1.438934560999671,0.0,0.08390277777777778,2331.46382,40,935.7196,149.61926008265797,1181.865,1146.7174499999999,1181.85447,896.3702499999999,996.6095,100.23925000000008,1.2630434053107362,0.0,933.9628974999999,train
83,2025-05-28 23:40:23.347167,2025-05-28 23:45:23.347167,2025-05-28 23:42:53.347167,300,30,0.14247,38,0.08550000000000002,0.016478897234161453,0.124,0.10934999999999999,0.12141000000000002,0.076,0.09575,0.019750000000000004,1.42,0.0,0.08491315789473686,2331.46382,40,928.0944999999999,142.21090868179755,1144.869,1125.5749999999998,1144.85808,896.3702499999999,986.02425,89.65400000000011,1.23355766034601,0.0,927.1305,train
84,2025-05-28 23:40:53.347167,2025-05-28 23:45:53.347167,2025-05-28 23:43:23.347167,300,30,0.14247,40,0.08615,0.016031299513843664,0.124,0.10844999999999998,0.12127,0.0805,0.09625,0.01575,1.407661056297156,0.0,0.0855475,2331.46382,40,906.2886500000001,124.20380750502842,1109.606,1028.52255,1109.59859,888.1202499999999,963.8765000000001,75.75625000000014,1.2243324353670324,0.0,902.2349525,train
85,2025-05-28 23:41:23.347167,2025-05-28 23:46:23.347167,2025-05-28 23:43:53.347167,300,30,0.14247,38,0.08889473684210528,0.015020327620287384,0.124,0.11805,0.124,0.08125,0.09675,0.0155,1.3949082297217286,0.0,0.08858157894736843,2331.46382,40,921.5828999999998,116.29270797824265,1109.606,1028.52255,1109.59859,899.59475,973.6455,74.05075,1.2040138657086632,0.0,917.5292024999999,train
86,2025-05-28 23:41:53.347167,2025-05-28 23:46:53.347167,2025-05-28 23:44:23.347167,300,30,0.14247,40,0.0886,0.014531663042103293,0.124,0.11734999999999998,0.124,0.08175,0.096,0.014249999999999999,1.399548532731377,0.0,0.0882675,2331.46382,40,923.9257249999998,116.50693569119912,1109.606,1028.52255,1109.59859,919.49225,973.6455,54.15324999999996,1.200960813164933,0.0,919.8720275,train
87,2025-05-28 23:42:23.347167,2025-05-28 23:47:23.347167,2025-05-28 23:44:53.347167,300,30,0.14247,40,0.08895,0.014365110868225495,0.124,0.11734999999999998,0.124,0.08175,0.09525,0.013499999999999998,1.3940415964024733,0.0,0.08861749999999999,2331.46382,40,923.72745,114.00314915127429,1109.606,1028.52255,1109.59859,919.49225,968.67275,49.18049999999994,1.2012185953768073,0.0,919.6737525000001,train
88,2025-05-28 23:42:53.347167,2025-05-28 23:47:53.347167,2025-05-28 23:45:23.347167,300,30,0.14247,44,0.0900909090909091,0.013946439375244037,0.124,0.11565000000000002,0.124,0.082,0.09725,0.01525,1.3763874873864783,0.0,0.08968068181818183,2331.46382,40,925.40615,112.45303994330142,1109.606,1028.52255,1109.59859,914.90225,968.67275,53.77049999999997,1.199039567653619,0.0,921.3524525,train
89,2025-05-28 23:43:23.347167,2025-05-28 23:48:23.347167,2025-05-28 23:45:53.347167,300,30,0.14247,40,0.089175,0.01323144564460565,0.124,0.10844999999999998,0.12127,0.082,0.09625,0.014249999999999999,1.3599102887580599,0.0,0.08857250000000001,2331.46382,40,929.8656500000001,119.05730440908029,1109.606,1101.1168,1109.59859,891.593,972.648,81.05500000000006,1.1932891488141324,0.0,929.441665,train
90,2025-05-28 23:43:53.347167,2025-05-28 23:48:53.347167,2025-05-28 23:46:23.347167,300,30,0.14247,40,0.092,0.014482527049641222,0.141,0.12115,0.13437,0.083,0.09725,0.014249999999999999,1.4605434782608695,0.0,0.0914325,2331.46382,40,931.2099999999998,122.29594769498858,1109.606,1101.1168,1109.59859,890.28125,991.0595000000001,100.77825000000007,1.1915664458070685,0.0,930.786015,train
91,2025-05-28 23:44:23.347167,2025-05-28 23:49:23.347167,2025-05-28 23:46:53.347167,300,30,0.14247,40,0.09125000000000001,0.014368323421635451,0.141,0.12115,0.13437,0.082,0.096,0.013999999999999999,1.472547945205479,0.0,0.0906825,2331.46382,40,915.690825,157.95141795028954,1109.606,1101.1168,1109.59859,890.28125,1011.7182499999999,121.4369999999999,1.2117611749577157,0.0,915.2668399999999,train
92,2025-05-28 23:44:53.347167,2025-05-28 23:49:53.347167,2025-05-28 23:47:23.347167,300,30,0.14247,40,0.0906,0.016295036211319235,0.141,0.12115,0.13437,0.08275,0.0965,0.013749999999999998,1.4831125827814569,0.0,0.0900325,2331.46382,40,936.0930000000001,137.34136265487334,1109.606,1101.1168,1109.59859,891.593,1015.4055,123.8125,1.1853508038197058,0.0,935.6690149999998,train
93,2025-05-28 23:45:23.347167,2025-05-28 23:50:23.347167,2025-05-28 23:47:53.347167,300,30,0.14247,40,0.0889,0.017144633607588746,0.141,0.12115,0.13437,0.082,0.096,0.013999999999999999,1.5114735658042742,0.0,0.0883325,2331.46382,40,932.915675,134.88538281803773,1100.671,1071.5431999999998,1100.6647600000001,891.593,1015.4055,123.8125,1.1798116265974417,0.0,931.459685,train
94,2025-05-28 23:45:53.347167,2025-05-28 23:50:53.347167,2025-05-28 23:48:23.347167,300,30,0.14247,44,0.0878409090909091,0.019625497394755203,0.141,0.12085,0.13369,0.082,0.096,0.013999999999999999,1.5219560155239327,0.0,0.08730795454545455,2331.46382,40,927.9028750000001,136.38659617936887,1100.671,1071.5431999999998,1100.6647600000001,890.5295,1015.4055,124.87599999999998,1.186185310612385,0.0,926.4468850000001,train
95,2025-05-28 23:46:23.347167,2025-05-28 23:51:23.347167,2025-05-28 23:48:53.347167,300,30,0.14247,40,0.0867,0.01966019015480463,0.141,0.12004999999999999,0.13319999999999999,0.08175,0.096,0.014249999999999999,1.5363321799307956,0.0,0.08615249999999999,2331.46382,40,921.3692500000001,135.1299941404477,1100.671,1071.5431999999998,1100.6647600000001,890.5295,986.0055,95.476,1.1945968025305815,0.0,919.91326,train
96,2025-05-28 23:46:53.347167,2025-05-28 23:51:53.347167,2025-05-28 23:49:23.347167,300,30,0.14247,44,0.08259090909090909,0.021809234423314314,0.141,0.11760000000000002,0.1324,0.07325,0.09525,0.022000000000000006,1.6030820033021462,0.0,0.08192727272727272,2331.46382,40,900.345925,149.7619361775912,1100.671,1071.5431999999998,1100.6647600000001,878.494,985.5360000000001,107.04200000000003,1.2224909664582535,0.0,898.8899349999999,train
97,2025-05-28 23:47:23.347167,2025-05-28 23:52:23.347167,2025-05-28 23:49:53.347167,300,30,0.14247,40,0.082075,0.022758923299303718,0.141,0.12004999999999999,0.13319999999999999,0.0675,0.096,0.028499999999999998,1.6229058787694182,0.0,0.0815275,2331.46382,40,902.9335500000001,142.07940236829114,1100.671,1071.5431999999998,1100.6647600000001,862.23775,985.5360000000001,123.29825000000005,1.2189875545105173,0.0,901.47756,train
98,2025-05-28 23:47:53.347167,2025-05-28 23:52:53.347167,2025-05-28 23:50:23.347167,300,30,0.14247,40,0.08034999999999999,0.02430104988762884,0.141,0.12004999999999999,0.13319999999999999,0.058249999999999996,0.09525,0.037000000000000005,1.657747355320473,0.0,0.0798025,2331.46382,40,903.883075,142.1028733779732,1100.671,1071.5431999999998,1100.6647600000001,862.23775,985.5360000000001,123.29825000000005,1.2177070137086041,0.0,902.4270849999999,train
99,2025-05-28 23:48:23.347167,2025-05-28 23:53:23.347167,2025-05-28 23:50:53.347167,300,30,0.14247,40,0.08034999999999999,0.02430104988762884,0.141,0.12004999999999999,0.13319999999999999,0.058249999999999996,0.09525,0.037000000000000005,1.657747355320473,0.0,0.0798025,2331.46382,40,900.80715,138.46059385653786,1070.011,1058.2627499999999,1070.0067099999999,862.23775,985.5360000000001,123.29825000000005,1.1878310579572997,0.0,900.2200124999999,train
100,2025-05-28 23:48:53.347167,2025-05-28 23:53:53.347167,2025-05-28 23:51:23.347167,300,30,0.14247,42,0.0796190476190476,0.022135891152597138,0.122,0.10869999999999998,0.12118,0.06125,0.09475,0.0335,1.5219976076555026,0.0,0.07902619047619047,2331.46382,40,897.846925,134.69823129468816,1070.011,1058.2627499999999,1070.0067099999999,862.23775,946.9655,84.72775000000001,1.1917473682944337,0.0,897.2597874999999,train
101,2025-05-28 23:49:23.347167,2025-05-28 23:54:23.347167,2025-05-28 23:51:53.347167,300,30,0.14247,40,0.07944999999999999,0.022699768438895738,0.122,0.10954999999999997,0.12122,0.058249999999999996,0.09625,0.038000000000000006,1.5257394587791064,0.0,0.0788775,2331.46382,40,895.9658999999999,116.818821530103,1070.011,1042.82145,1070.0067099999999,862.23775,938.9625,76.72474999999997,1.1942493681958208,0.0,894.6066975,train
102,2025-05-28 23:49:53.347167,2025-05-28 23:54:53.347167,2025-05-28 23:52:23.347167,300,30,0.14247,40,0.0793,0.0231252997208574,0.122,0.11239999999999999,0.12122,0.058249999999999996,0.09625,0.038000000000000006,1.528625472887768,0.0,0.07887,2331.46382,40,901.1304749999999,122.19403499247807,1072.45,1070.1314,1072.43791,862.23775,938.9625,76.72474999999997,1.1901028094738446,0.0,901.0153200000001,train
103,2025-05-28 23:50:23.347167,2025-05-28 23:55:23.347167,2025-05-28 23:52:53.347167,300,30,0.14247,40,0.08020000000000001,0.02325135783186954,0.122,0.11239999999999999,0.12122,0.0605,0.09725,0.036750000000000005,1.5114713216957605,0.0,0.07977,2331.46382,40,914.10615,153.03471470502606,1346.532,1086.1527999999992,1346.52186,862.23775,938.9625,76.72474999999997,1.4730475886197683,0.0,901.0878399999999,train
104,2025-05-28 23:50:53.347167,2025-05-28 23:55:53.347167,2025-05-28 23:53:23.347167,300,30,0.14247,36,0.08022222222222224,0.021687535737128054,0.122,0.10975,0.11849999999999998,0.07024999999999999,0.0965,0.02625000000000001,1.4771468144044315,0.0,0.07981944444444446,2331.46382,40,937.9990750000001,171.51918452141635,1346.532,1283.6397499999998,1346.52186,879.868,964.42375,84.55574999999999,1.4355257866325721,0.0,934.8551125,train
105,2025-05-28 23:51:23.347167,2025-05-28 23:56:23.347167,2025-05-28 23:53:53.347167,300,30,0.14247,40,0.07949999999999999,0.02232395516836061,0.122,0.10915,0.1181,0.0605,0.0965,0.036000000000000004,1.4855345911949687,0.0,0.0791075,2331.46382,40,931.385225,173.53741101405456,1346.532,1283.6397499999998,1346.52186,862.23775,964.42375,102.18600000000004,1.4457195839669885,0.0,928.2412625000001,train
106,2025-05-28 23:51:53.347167,2025-05-28 23:56:53.347167,2025-05-28 23:54:23.347167,300,30,0.14247,36,0.08402777777777778,0.02107061069168701,0.122,0.10975,0.11849999999999998,0.074,0.09825,0.024250000000000008,1.4102479338842973,0.0,0.083625,2331.46382,40,950.9271000000001,156.86092032602704,1346.532,1283.6397499999998,1346.52186,880.5517500000001,965.42425,84.87249999999995,1.4160095553066054,0.0,947.7831375,train
107,2025-05-28 23:52:23.347167,2025-05-28 23:57:23.347167,2025-05-28 23:54:53.347167,300,30,0.14247,40,0.083525,0.020060149934250628,0.122,0.10915,0.1181,0.07475,0.098,0.023250000000000007,1.4139479197844955,0.0,0.08313250000000001,2331.46382,40,968.7880249999998,154.83998739202823,1346.532,1283.6397499999998,1346.52186,916.91175,1036.078,119.16624999999999,1.3899034930783751,0.0,965.6440624999999,train
108,2025-05-28 23:52:53.347167,2025-05-28 23:57:53.347167,2025-05-28 23:55:23.347167,300,30,0.14247,36,0.08563888888888889,0.018713101259015267,0.122,0.11325,0.12025,0.075,0.09725,0.022250000000000006,1.4041518001946156,0.0,0.08529166666666667,2331.46382,40,968.733525,154.94818988277365,1346.532,1283.6397499999998,1346.52186,914.688,1036.078,121.38999999999999,1.3899816876885727,0.0,965.5895625,train
109,2025-05-28 23:53:23.347167,2025-05-28 23:58:23.347167,2025-05-28 23:55:53.347167,300,30,0.14247,40,0.086075,0.01808581750631679,0.122,0.11224999999999999,0.12005,0.07575,0.09825,0.022500000000000006,1.3947139122857974,0.0,0.0857125,2331.46382,40,963.0560499999999,154.50413385872022,1346.532,1283.6397499999998,1346.52186,914.688,1030.65475,115.96674999999993,1.3981760043976674,0.0,959.9120875000001,train
110,2025-05-28 23:53:53.347167,2025-05-28 23:58:53.347167,2025-05-28 23:56:23.347167,300,30,0.14247,38,0.0855526315789474,0.018025053687997495,0.118,0.11274999999999999,0.11763,0.07675,0.09775,0.021000000000000005,1.3749430944324819,0.0,0.0853026315789474,2331.46382,40,949.7684000000002,167.00286062064004,1346.532,1283.6397499999998,1346.52186,889.6034999999999,1030.65475,141.05124999999998,1.417737060950859,0.0,946.6244375000002,train
111,2025-05-28 23:54:23.347167,2025-05-28 23:59:23.347167,2025-05-28 23:56:53.347167,300,30,0.14247,40,0.085925,0.01779857023932267,0.118,0.11224999999999999,0.11760999999999999,0.07825,0.0975,0.019250000000000003,1.3687518184463194,0.0,0.0856625,2331.46382,40,977.0679500000002,146.2653624381963,1346.532,1283.6397499999998,1346.52186,914.688,1036.078,121.38999999999999,1.3781250935515792,0.0,973.9239875000001,train
112,2025-05-28 23:54:53.347167,2025-05-28 23:59:53.347167,2025-05-28 23:57:23.347167,300,30,0.14247,42,0.08861904761904761,0.01596635545100763,0.119,0.11654999999999997,0.11858999999999999,0.083,0.09975,0.01675,1.3381998925308973,0.0,0.08851547619047619,2331.46382,40,957.8793750000001,148.83162101028154,1346.532,1283.6397499999998,1346.52186,889.6034999999999,980.55,90.94650000000001,1.405732177916452,0.0,954.7354125000002,train
113,2025-05-28 23:55:23.347167,2025-05-29 00:00:23.347167,2025-05-28 23:57:53.347167,300,30,0.14247,44,0.085,0.018247650374391945,0.119,0.11565000000000002,0.11857,0.075,0.0975,0.022500000000000006,1.3949411764705881,0.0,0.08483977272727274,2331.46382,40,938.3557000000001,122.83485880962083,1280.331,1106.7491999999995,1280.3037,870.18975,980.55,110.36024999999995,1.3644119175702774,0.0,929.6783599999999,train
114,2025-05-28 23:55:53.347167,2025-05-29 00:00:53.347167,2025-05-28 23:58:23.347167,300,30,0.14247,40,0.085,0.018930371743813547,0.119,0.11705,0.11861,0.075,0.09775,0.022750000000000006,1.3954117647058821,0.0,0.0849275,2331.46382,40,918.3381999999999,96.12196566734289,1097.617,1045.1115999999997,1097.60335,860.5207499999999,966.1545,105.63375000000008,1.1952060254054555,0.0,915.713805,train
115,2025-05-28 23:56:23.347167,2025-05-29 00:01:23.347167,2025-05-28 23:58:53.347167,300,30,0.14247,44,0.08143181818181817,0.019896707367280563,0.119,0.11565000000000002,0.11857,0.0715,0.09525,0.023750000000000007,1.4560647502093218,0.0,0.08127159090909089,2331.46382,40,932.068525,96.35712860326436,1097.617,1045.1115999999997,1097.60335,889.6034999999999,985.82775,96.2242500000001,1.1775994152361278,0.0,929.4441300000001,train
116,2025-05-28 23:56:53.347167,2025-05-29 00:01:53.347167,2025-05-28 23:59:23.347167,300,30,0.14247,40,0.08045,0.020353226922378825,0.119,0.11705,0.11861,0.06775,0.095,0.027249999999999996,1.4743318831572405,0.0,0.0803775,2331.46382,40,924.9442750000001,99.28303083582853,1097.617,1045.1115999999997,1097.60335,863.058,985.82775,122.76975000000004,1.186669705047907,0.0,922.31988,train
117,2025-05-28 23:57:23.347167,2025-05-29 00:02:23.347167,2025-05-28 23:59:53.347167,300,30,0.14247,44,0.081,0.021454115450594596,0.119,0.11785,0.11857,0.061,0.0955,0.0345,1.463827160493827,0.0,0.08096704545454544,2331.46382,40,899.19355,118.72829813312066,1097.617,1045.1115999999997,1097.60335,837.99075,965.05075,127.05999999999995,1.2206530507252862,0.0,896.5691549999999,train
118,2025-05-28 23:57:53.347167,2025-05-29 00:02:53.347167,2025-05-29 00:00:23.347167,300,30,0.14247,40,0.079325,0.021468387612176808,0.119,0.118,0.11861,0.0605,0.095,0.0345,1.4952410967538605,0.0,0.0793,2331.46382,40,885.0881000000002,128.59694641683112,1097.617,1045.1115999999997,1097.60335,832.3715,965.05075,132.67925000000002,1.2401063238789447,0.0,882.4637050000001,train
119,2025-05-28 23:58:23.347167,2025-05-29 00:03:23.347167,2025-05-29 00:00:53.347167,300,30,0.14247,44,0.07836363636363636,0.021075822044262893,0.119,0.1165,0.11857,0.059,0.09275,0.03375,1.5130742459396753,0.0,0.07823863636363636,2331.46382,40,890.0410500000002,129.8144262683545,1097.617,1045.1115999999997,1097.60335,832.3715,965.05075,132.67925000000002,1.233205311148289,0.0,887.4166550000002,train
120,2025-05-28 23:58:53.347167,2025-05-29 00:03:53.347167,2025-05-29 00:01:23.347167,300,30,0.14247,40,0.0767,0.02093236973121062,0.119,0.10849999999999997,0.11861,0.058249999999999996,0.0905,0.03225,1.5464146023468055,0.0,0.0762,2331.46382,40,897.014825,123.7489672636291,1097.617,1045.1115999999997,1097.60335,832.3715,968.11875,135.74725,1.223617848233445,0.0,894.39043,train
121,2025-05-28 23:59:23.347167,2025-05-29 00:04:23.347167,2025-05-29 00:01:53.347167,300,30,0.14247,44,0.07715909090909091,0.022630441714151094,0.128,0.11695,0.12413,0.056,0.092,0.036,1.6087540500736377,0.0,0.0768375,2331.46382,40,870.3186,132.33275768882098,1042.35,1039.3182000000002,1042.33986,818.15575,959.0335,140.87775,1.1976532042403782,0.0,870.1676599999998,train
122,2025-05-28 23:59:53.347167,2025-05-29 00:04:53.347167,2025-05-29 00:02:23.347167,300,30,0.14247,38,0.07436842105263158,0.022266713798526506,0.128,0.11205,0.12430000000000002,0.05525,0.08975,0.034499999999999996,1.6714083510261857,0.0,0.07379210526315791,2331.46382,40,865.640325,136.1948317729454,1042.35,1039.3182000000002,1042.33986,814.04025,959.0335,144.99325,1.2041258128773058,0.0,865.4893850000001,train
123,2025-05-29 00:00:23.347167,2025-05-29 00:05:23.347167,2025-05-29 00:02:53.347167,300,30,0.14247,40,0.074775,0.021936373610501055,0.128,0.11134999999999998,0.12409999999999999,0.0555,0.08925,0.033749999999999995,1.6596456034770979,0.0,0.0741925,2331.46382,40,857.398475,143.3317702760309,1046.186,1039.51,1046.17586,761.71175,959.0335,197.32174999999995,1.2201746218407958,0.0,857.0653249999999,train
